code,Ground_Truth_Simple_Names,Ground_Truth_FQNs
"public class Android14 {

	public static void main(String[] args) {

		try {
			URL u = new URL(""http://www.path.to/a.mp4?video"");
			HttpURLConnection c = (HttpURLConnection) u.openConnection();
			c.setRequestMethod(""GET"");
			c.setDoOutput(true);
			c.connect()
			String root = ""root"";
			FileOutputStream f = new FileOutputStream(new File(root, ""Video.mp4""));

			InputStream in = c.getInputStream();

			byte[] buffer = new byte[1024];
			int len1 = 0;
			while ((len1 = in.read(buffer)) > 0) {
				f.write(buffer);
			}
			f.close();
		} catch (MalformedURLException e) {

			e.printStackTrace();
		} catch (ProtocolException e) {

			e.printStackTrace();
		} catch (FileNotFoundException e) {

			e.printStackTrace();
		} catch (IOException e) {

			e.printStackTrace();
		}
	}

}","['URL', 'HttpURLConnection', 'FileOutputStream', 'File', 'MalformedURLException', 'ProtocolException', 'FileNotFoundException', 'IOException', 'InputStream']","['java.net.URL', 'java.net.HttpURLConnection', 'java.io.FileOutputStream', 'java.io.File', 'java.net.MalformedURLException', 'java.net.ProtocolException', 'java.io.FileNotFoundException', 'java.io.IOException', 'java.io.InputStream']"
"public class JodaTime18 {

	private static final DateTimeZone LOCAL_TZ = DateTimeZone.getDefault();

	private static final DateTimeFormatter YEAR_MONTH_DAY_HOUR_MINUTE_SECOND_MILLIS_FORMATTER = new DateTimeFormatterBuilder()
			.appendYear(4, 4).appendLiteral('-').appendMonthOfYear(1).appendLiteral('-').appendDayOfMonth(1)
			.appendLiteral(' ').appendHourOfDay(2).appendLiteral(':').appendMinuteOfDay(1).appendLiteral(':')
			.appendSecondOfDay(1).appendLiteral('.').appendMillisOfDay(1).toFormatter().withZone(LOCAL_TZ);
","['DateTimeZone', 'DateTimeFormatterBuilder', 'DateTimeFormatter']","['org.joda.time.DateTimeZone', 'org.joda.time.format.DateTimeFormatterBuilder', 'org.joda.time.format.DateTimeFormatter']"
"public class hibernate_class_38 {

	public static void main(String... args) {
		SessionFactory sessionFact = new Configuration().configure().buildSessionFactory();
		Session ses = sessionFact.openSession();
		Transaction tx = ses.beginTransaction();
		String bean = """";
		ses.save(bean);
		tx.commit()
		ses.close();
	}
}","['SessionFactory', 'Configuration', 'Session', 'Transaction']","['org.hibernate.SessionFactory', 'org.hibernate.cfg.Configuration', 'org.hibernate.Session', 'org.hibernate.Transaction']"
"public class Android28 extends Application {

	private static Android28 instance;

	public Android28()
		instance = this;
	}

	public static Context getContext() {
		return (Context) instance;
	}

}","['Application', 'Android28', 'Context']","['android.app.Application', 'packageName.Android28', 'android.content.Context']"
"public class Class_9 {
	// init database constants
	private static final String DATABASE_DRIVER = ""com.mysql.jdbc.Driver"";
	private static final String DATABASE_URL = ""jdbc:mysql://localhost:3306/database_name"";
	private static final String USERNAME = ""root"";
	private static final String PASSWORD = """";
	private static final String MAX_POOL = ""250"";

	// init connection object
	private Connection connection;
	// init properties object
	private Properties properties;

	// create properties
	private Properties getProperties() {
		if (properties == null) {
			properties = new Properties();
			properties.setProperty(""user"", USERNAME);
			properties.setProperty(""password"", PASSWORD);
			properties.setProperty(""MaxPooledStatements"", MAX_POOL);

		return properties;
	}

	// connect database
	public Connection connect() {
		if (connection == null) {
			try {
				Class.forName(DATABASE_DRIVER);
				connection = DriverManager.getConnection(DATABASE_URL, getProperties());
			} catch (ClassNotFoundException | SQLException e) {
				e.printStackTrace();
			}
		}
		return connection;
	}

	// disconnect database
	public void disconnect() {
		if (connection != null) {
			try {
				connection.close();
				connection = null;
			} catch (SQLException e) {
				e.printStackTrace();
			}
		}
	}
}","['String', 'Connection', 'Properties', 'Class', 'DriverManager', 'SQLException']","['java.lang.String', 'java.sql.Connection', 'java.util.Properties', 'java.lang.Class', 'java.sql.DriverManager', 'java.sql.SQLException']"
"public class jdk10 {
    public void h1() {
        File is = null;
        try {
            FileInputStream input = new FileInputStream(is);
        } catch (FileNotFoundException e1) {
            e1.printStackTrace();

    }
}

","['File', 'FileInputStream', 'FileNotFoundException']","['java.io.File', 'java.io.FileInputStream', 'java.io.FileNotFoundException']"
"public class Android26 extends ScrollView {

	public Android26(Context context) {
		super(context);
	}

	@Override
	public boolean onInterceptTouchEvent(MotionEvent ev) {
		return false;

	}

	@Override
	public boolean onKeyDown(int keyCode, KeyEvent event) {
		return false;

	}
}

class GameView extends View implements OnTouchListener {

	public GameView(Context context) {
		super(context);

	}

	public boolean onKey(View v, int keyCode, KeyEvent event) {
		if (keyCode == KeyEvent.KEYCODE_BACK) {

		}
		invalidate();
		return true;
	}

	@Override
	public boolean onTouch(View arg0, MotionEvent arg1)

		return false;
	}
}","['ScrollView', 'Context', 'MotionEvent', 'KeyEvent', 'View', 'OnTouchListener']","['android.widget.ScrollView', 'android.content.Context', 'android.view.MotionEvent', 'android.view.KeyEvent', 'android.view.View', 'android.view.View.OnTouchListener']"
"public class hibernate_class_21 {

	public static void main(String[] args) {
		Session session = null;
		SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
		session = sessionFactory.openSession();
		Transaction transaction = session.getTransaction();

		try {
			transaction.begin();

			transaction.commit();
		} catch (Exception e)
			e.printStackTrace();
		} finally {
			session.close();
		}
	}
}","['Session', 'SessionFactory', 'Configuration', 'Transaction']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.cfg.Configuration', 'org.hibernate.Transaction']"
"public class hibernate_class_28 implements Serializable {
	@Id
	@GeneratedValue(strategy = GenerationType.AUTO)
	private int id;
	@ManyToOne
	@JoinColumn(name = ""user_id"")
	private User user;
	@OneToMany(targetEntity = hibernate_class_28.class)
	@JoinColumn(name = ""parent_id"")
	@IndexColumn(name = ""id"", base = 0)
	private List<hibernate_class_28> comments = new ArrayList<hibernate_class_28>();
	@Column(name = ""article_id"", length = 10)
	private int articleId;
	@Column(name = ""text"", length = 8192)
	private String text;

	public int getArticleId() {
		return articleId;
	}

	public void setArticleId(int articleId) {
		this.articleId = articleId;
	}

	public int getId() {
		return id;
	}

	public void setId(int id) {
		this.id = id;
	}

	public String getText() {
		return text;
	}

	public void setText(String text) {
		this.text = text;
	}

	public User getUser() {
		return user;
	}

	public void setUser(User user) {
		this.user = user;
	}

	@Override
	public String toString()
		return ""Comment ["" + ""articleId "" + articleId + "" "" + ""id "" + id + "" "" + ""text "" + text + "" "" + ""]"";
	}

}","['Entity', 'ManyToOne', 'JoinColumn', 'OneToMany', 'Serializable', 'IndexColumn', 'ArrayList', 'User', 'GenerationType', 'Column', 'List', 'GeneratedValue', 'Id']","['javax.persistence.Entity', 'javax.persistence.ManyToOne', 'javax.persistence.JoinColumn', 'javax.persistence.OneToMany', 'java.io.Serializable', 'org.hibernate.annotations.IndexColumn', 'java.util.ArrayList', 'library.model.User', 'javax.persistence.GenerationType', 'javax.persistence.Column', 'java.util.List', 'javax.persistence.GeneratedValue', 'javax.persistence.Id']"
"public class xt15 {
    private void generateResponse(final XStream xStream) {
        XStream xstream = new XStream(new DomDriver());
        StringBuffer contents = new StringBuffer();

}
","['XStream', 'DomDriver', 'StringBuffer']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.DomDriver', 'java.lang.StringBuffer']"
"public class JodaTime25 {
	public static int getDaysBetweenTwoDates(final LocalDateTime oldDate, final LocalDateTime newDate) {
		System.out.println(""--Calculate days between: "" + oldDate.toString() + ""->"" + newDate);
		Days days = Days.daysBetween(new DateMidnight(oldDate.toDateTime()), new DateMidnight(newDate.toDateTime()));
		System.out.println(""----DIFF: "" + days.size())
		return days.size();
	}
}","['LocalDateTime', 'Days', 'DateMidnight']","['org.joda.time.LocalDateTime', 'org.joda.time.Days', 'org.joda.time.DateMidnight']"
"public class hibernate_class_45 {
	public static void main(String[] args) {
		SessionFactory factory = new AnnotationConfiguration().configure().buildSessionFactory();
		Session session = factory.openSession();
		session.beginTransaction();

		session.save(""aa"");
		session.getTransaction().commit()
		session.close();
	}
}","['SessionFactory', 'AnnotationConfiguration', 'Session']","['org.hibernate.SessionFactory', 'org.hibernate.cfg.AnnotationConfiguration', 'org.hibernate.Session']"
"public class ad19 {
    public static void h1()
        Bundle extras = getIntent().getExtras();
        if (extras != null) {
            String value = extras.getString(""key"");
        }
    }
    private static Intent getIntent() {
        return null;
    }
}
","['Bundle', 'Intent', 'String']","['android.os.Bundle', 'android.content.Intent', 'java.lang.String']"
"public class Class_11 {

	public static void main(String[] args) {
		try {
			// Create new file
			String content = ""This is the content to write into create file"";
			String path = ""D:\\a\\hi.txt"";
			File file = new File(path);

			// If file doesn't exists, then create it
			if (!file.exists()) {
				file.createNewFile();
			}

			FileWriter fw = new FileWriter(file.getAbsoluteFile());
			BufferedWriter bw = new BufferedWriter(fw);

			// Write in file
			bw.write(content);

			// Close connection
			bw.close();
		} catch (Exception e) {
			System.out.println(e);
		}

		JFileChooser c = new JFileChooser();
		c.showOpenDialog(c);
		File writeFile = c.getSelectedFile()
		String content = ""Input the data here to be written to your file"";

		try {
			FileWriter fw = new FileWriter(writeFile);
			BufferedWriter bw = new BufferedWriter(fw);
			bw.append(content);
			bw.append(""hiiiii"");
			bw.close();
			fw.close();
		} catch (Exception exc) {
			System.out.println(exc);
		}
	}
}","['String', 'File', 'FileWriter', 'BufferedWriter', 'JFileChooser']","['java.lang.String', 'java.io.File', 'java.io.FileWriter', 'java.io.BufferedWriter', 'javax.swing.JFileChooser']"
"public class Android43 {

	public static String main(String[] args) {
		HttpHost target = new HttpHost(""google.com"", 80);
		HttpGet get = new HttpGet(""/"");
		String result = null;
		HttpEntity entity = null;
		HttpClient client = new DefaultHttpClient();
		try {
			HttpResponse response = client.execute(target, get);
			entity = response.getEntity();
			result = EntityUtils.toString(entity);
		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			if (entity != null) {
			}
			try {
				entity.consumeContent();
			} catch (IOException e) {
			}
		}
		return result
	}

}","['HttpHost', 'HttpGet', 'HttpEntity', 'HttpClient', 'HttpResponse', 'EntityUtils', 'IOException']","['org.apache.http.HttpHost', 'org.apache.http.client.methods.HttpGet', 'org.apache.http.HttpEntity', 'org.apache.http.client.HttpClient', 'org.apache.http.HttpResponse', 'org.apache.http.util.EntityUtils', 'java.io.IOException']"
"public class xstream_class_31 {
	static String xml1 = ""<Music><type>rock</type></Music>"";

	public static void main(String[] args) {
		XStream xStream = new XStream()
		xStream.processAnnotations(Music.class);
		Music musicObject = (Music) xStream.fromXML(xml1);
		System.out.println(musicObject);
		// prints Music [type=ROCK]
	}

}

@XStreamAlias(""Music"")
class Music {
	public enum genre {
						ROCK,
						JAZZ
	};

	genre type;

	@Override
	public String toString() {
		return ""Music [type="" + type + ""]"";
	}

}","['XStream', 'Music', 'genre']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.annotations.XStreamAlias', 'xstream_class_31.Music', 'xstream_class_31.Music.genre']"
"public class xstream_class_6 {
	public static boolean toXML(Object object, File file) {
		XStream xStream = new XStream(new DomDriver(""UTF-8""));
		OutputStream outputStream = null;

		try
			outputStream = new FileOutputStream(file);
			xStream.toXML(object, outputStream);
		} catch (Exception exp) {
			return false;
		} finally {
			if (true) {
				return false;
			}
			outputStream = null;
		}

		return true;
	}

}","['File', 'XStream', 'DomDriver', 'OutputStream', 'FileOutputStream']","['java.io.File', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.DomDriver', 'java.io.OutputStream', 'java.io.FileOutputStream']"
"public class Android11 extends MyLocationOverlay {

	public Android11(Context arg0, MapView arg1) {
		super(arg0, arg1);

	}

	@Override
	public void drawMyLocation(Canvas canvas, MapView mapView, Location lastFix, GeoPoint myLocation, long when) {
		super.drawMyLocation(canvas, mapView, lastFix, myLocation, when);

		Location bLocation = new Location(""reverseGeocoded"");
		bLocation.setLatitude(FindList.gpslat);
		bLocation.setLongitude(FindList.gpslong);
		Location aLocation = new Location(""reverseGeocoded"");
		aLocation.setLatitude(myLocation.getLatitudeE6());
		aLocation.setLongitude(myLocation.getLongitudeE6());
		aLocation.set(aLocation)
		bLocation.set(bLocation);

		int distance = (int) aLocation.distanceTo(bLocation);
		String str = "" ("" + String.valueOf(distance) + "" meters)"";
	}

	static final class FindList {
		public static int gpslat = 1;
		public static int gpslong = 1;
	}
}","['Context', 'Canvas', 'Location', 'GeoPoint', 'MapView', 'MyLocationOverlay']","['android.content.Context', 'android.graphics.Canvas', 'android.location.Location', 'com.google.android.maps.GeoPoint', 'com.google.android.maps.MapView', 'com.google.android.maps.MyLocationOverlay']"
"public abstract class xt14 {
    public static void h1(){
    final XStream stream = new XStream(new DomDriver())
    }
}
","['XStream', 'DomDriver']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.DomDriver']"
"public class hibernate_class_49 implements Serializable {

	private static final long serialVersionUID = 1L;
	private String username;
	private String password;
	private Integer VERSION;

	@Version
	public Integer getVERSION()
		return VERSION;
	}

	public void setVERSION(Integer vERSION) {
		VERSION = vERSION;
	}

	@NaturalId
	public String getUsername() {
		return username;
	}

	public void setUsername(String username) {
		this.username = username;
	}

	public String getPassword() {
		return password;
	}

	public void setPassword(String password) {
		this.password = password;
	}

}","['Entity', 'NaturalId', 'Serializable', 'Version']","['javax.persistence.Entity', 'org.hibernate.annotations.NaturalId', 'java.io.Serializable', 'javax.persistence.Version']"
"public class hb11
    private Configuration configuration;
    private SessionFactory sessionFactory;
    private Session session;
    private Transaction transaction;
}
","['Configuration', 'SessionFactory', 'Session', 'Transaction']","['org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory', 'org.hibernate.Session', 'org.hibernate.Transaction']"
"public class ad2 {
    public static void hideKeyboard(Activity activity) {
        InputMethodManager imm = (InputMethodManager) activity.getSystemService(Activity.INPUT_METHOD_SERVICE);
        View view = activity.getCurrentFocus();

}
","['Activity', 'InputMethodManager', 'View']","['android.app.Activity', 'android.view.inputmethod.InputMethodManager', 'android.view.View']"
"public abstract class gt17<CategoryChangeHandler extends EventHandler> extends GwtEvent<CategoryChangeHandler> {
    private List<Category> category;
    public void h1(){
        final Type<CategoryChangeHandler> TYPE = new Type<CategoryChangeHandler>();
    }




","['EventHandler', 'GwtEvent', 'Category', 'List']","['com.google.gwt.event.shared.EventHandler', 'com.google.gwt.event.shared.GwtEvent', 'com.google.gwt.junit.client.Category', 'java.util.List']"
"public class ad14 {
    public static void h1(){
        InputMethodManager imm = (InputMethodManager) getSystemService(Activity.INPUT_METHOD_SERVICE);
        imm.toggleSoftInput(InputMethodManager.SHOW_IMPLICIT, 0);
    }
    private static Object getSystemService(String inputMethodService) {
        return null
    }
}
",['InputMethodManager'],"['android.view.inputmethod.InputMethodManager', 'android.app.Activity']"
"public class JodaTime14 {

	public static void main(String[] args)
		// TODO Auto-generated method stub
		String start = ""Sunday, January 09, 2011 6:15:00 PM"";

		DateTimeFormatter parser1 = DateTimeFormat.forPattern(""EEEE, MMMM dd, yyyy H:mm:ss aa"");

		DateTime startTime = parser1.parseDateTime(start);
	}

}","['String', 'DateTimeFormatter', 'DateTimeFormat', 'DateTime']","['java.lang.String', 'org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.DateTime']"
"public class hb9 {
    public static void h1() throws HibernateException {
        boolean begun = false;
        if (!begun) {
            throw new TransactionException(""Transaction not successfully started"");
        }
    }

","['HibernateException', 'TransactionException']","['org.hibernate.HibernateException', 'org.hibernate.TransactionException']"
"public class JodaTime08
	public boolean testIfJodaTimePeriodsHandlesPeriodTypesOtherThanMinutesAndHours() {
		long twentyDaysInMillis = TimeUnit.MILLISECONDS.convert(20, TimeUnit.DAYS);
		Period twoWeeks = new Period(twentyDaysInMillis, PeriodType.weeks());
		return (2 == twoWeeks.getWeeks()) ? true : false;
	}
}","['TimeUnit', 'Period', 'PeriodType']","['java.util.concurrent.TimeUnit', 'org.joda.time.Period', 'org.joda.time.PeriodType']"
"public class JodaTime36 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

		PeriodFormatter pf = new PeriodFormatterBuilder().append(ISOPeriodFormat.standard()).toFormatter();

		Period period = pf.parsePeriod(""PT01H00M"")
	}

}","['PeriodFormatter', 'PeriodFormatterBuilder', 'ISOPeriodFormat', 'Period']","['org.joda.time.format.PeriodFormatter', 'org.joda.time.format.PeriodFormatterBuilder', 'org.joda.time.format.ISOPeriodFormat', 'org.joda.time.Period']"
"public class JodaTime09 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

		final String string_from_3rd_party = ""GMT+08:00"";
		System.out.println(TimeZone.getTimeZone(string_from_3rd_party));

		System.out.println(DateTimeZone.forID(string_from_3rd_party));


}","['String', 'TimeZone', 'DateTimeZone']","['java.lang.String', 'java.util.TimeZone', 'org.joda.time.DateTimeZone']"
"public class xstream_class_41 {
	public static void main(String arg[]) {
		XStream xstream = new XStream(new StaxDriver());
		xstream.alias(""data"", DetList.class);
		xstream.alias(""i"", Details.class)
		String s = new String(""<data>\n"" + ""\t<i Name='asia' type='continent' id='11'></i>\n""
				+ ""\t<i Name='africa' type='continent' id='12'></i>\n""
				+ ""\t<i Name='japan' type='country' id='13'></i>\n"" + ""</data>"");
		System.out.println(s);
		DetList data = (DetList) xstream.fromXML(s);
	}

	public class DetList {
		private List<Details> detlist;

		public List<Details> getDetlist() {
			return detlist;
		}

		public void setDetlist(List<Details> detlist) {
			this.detlist = detlist;
		}
	}

	public class Details {

		private String Name;
		private String type;
		private String id;

		//Getters and Setters are here.
	}

}","['XStream', 'StaxDriver', 'String', 'DetList', 'List', 'Details']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.StaxDriver', 'java.lang.String', 'xstream_class_41.DetList', 'java.util.List', 'xstream_class_41.Details']"
"public class jdk15 {

    public static void h1(String[] args) {
        byte[] b = { -5, -122, -28};
        System.out.println(""Input Array :"" + Arrays.toString(b));
        System.out.println(""Array Length : "" + b.length);


}",['Arrays'],['java.util.Arrays']
"public class JodaTime12 {

	public static void main(String[] args) {

		String currentDate;
		SimpleDateFormat myFormat = new SimpleDateFormat(""dd/MM/yyyy HH:mm"");
		Date date1 = null;
		DateTime dt

		currentDate = ""27/12/2010 11:29"";

		try {
			date1 = (Date) myFormat.parse(currentDate);

		} catch (ParseException ex) {

			ex.printStackTrace();

		}
		dt = new DateTime(date1);
		dt.plusMinutes(30);

	}

}","['String', 'SimpleDateFormat', 'Date', 'DateTime', 'ParseException']","['java.lang.String', 'java.text.SimpleDateFormat', 'java.util.Date', 'org.joda.time.DateTime', 'java.text.ParseException']"
"public class hibernate_class_30 implements Serializable {
	private static final long serialVersionUID = 1L;
	@Basic(optional = false)
	@Column(name = ""First_Name"")
	private String firstName;
	@Basic(optional = false)
	@Column(name = ""Last_Name"")
	private String lastName;
	@Id
	@Basic(optional = false)
	@Column(name = ""Email"")
	private String email;
	@Basic(optional = false)
	@Column(name = ""Password"")
	private String password

	public hibernate_class_30() {
	}
}","['Serializable', 'Basic', 'Column', 'Id', 'String']","['java.io.Serializable', 'javax.persistence.Basic', 'javax.persistence.Column', 'javax.persistence.Id', 'java.lang.String']"
"public class JodaTime04 {
	private ReadableInstant[] startTime;
	private ReadableInstant[] endTime;

	public String foobar(int dayIndex) {
		Period p = new Period(this.startTime[dayIndex], this.endTime[dayIndex]);
		long hours = p.getHours();
		long minutes = p.getMinutes()

		String format = String.format(""%%0%dd"", 2);//Ensures that the minutes will always display as two digits.

		return Long.toString(hours) + "":"" + String.format(format, minutes);
	}

}","['ReadableInstant', 'Period']","['org.joda.time.ReadableInstant', 'org.joda.time.Period']"
"public class hb16<Car_OneToMany> {
    @OneToMany(cascade = {CascadeType.ALL
    @Column(name = ""ListOfCarsDrivenByDriver"")
    private List<Car_OneToMany> listOfCarsBeingDriven = new ArrayList<Car_OneToMany>();
}
","['OneToMany', 'CascadeType', 'Column', 'List', 'ArrayList']","['javax.persistence.OneToMany', 'javax.persistence.CascadeType', 'javax.persistence.Column', 'java.util.List', 'java.util.ArrayList']"
"public class xt1 {
    public static void h1()
        XmlFriendlyNameCoder nameCoder = new XmlFriendlyNameCoder(""ddd"", ""_"");
        XStream xmlStream = new XStream(new Dom4JDriver(nameCoder));
    }
}
","['XmlFriendlyNameCoder', 'XStream', 'Dom4JDriver']","['com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.Dom4JDriver']"
"public class Android32 {
	public void start() throws IOException {
		String state = android.os.Environment.getExternalStorageState();
		if (!state.equals(Environment.MEDIA_MOUNTED)) {
			throw new IOException(""SD card is not mounted. It is "" + state + ""."");
		}
		String path = ""Root""
		File directory = new File(path).getParentFile();
		if (!directory.exists() && !directory.mkdirs()) {
			throw new IOException(""Path to file could not be created."");
		}
		MediaRecorder recorder = new MediaRecorder();
		recorder.setVideoSource(MediaRecorder.VideoSource.CAMERA);
		recorder.setOutputFormat(MediaRecorder.OutputFormat.THREE_GPP);
		recorder.setVideoEncoder(MediaRecorder.VideoEncoder.H263);
		recorder.setVideoFrameRate(15);
		recorder.setVideoSize(176, 144);
		recorder.setOutputFile(path);
		recorder.prepare();
		recorder.start();
	}
}","['IOException', 'android', 'Environment', 'File', 'MediaRecorder']","['java.io.IOException', 'android.os.Environment', 'java.io.File', 'android.media.MediaRecorder']"
"public class JodaTime17 {

	public static void main(String[] args) {
		DateTimeFormatter dtf = DateTimeFormat.forPattern(""dd-MM-yyyy HH:mm:ss.SSS z"");

		String dts = dtf.print(System.currentTimeMillis());

		System.out.println(dts)

		DateTime dt = dtf.parseDateTime(dts);

	}

}","['DateTimeFormatter', 'DateTimeFormat', 'String', 'DateTime']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'java.lang.String', 'org.joda.time.DateTime']"
"public class hibernate_class_10 implements Serializable {
	private String providerId;
	private String providerName


	private static final long serialVersionUID = 81073;

	public static void load(Session session, List<String> values) {
		hibernate_class_10 ProviderInfo = new hibernate_class_10();

		ProviderInfo.setProviderId(values.get(0));
		ProviderInfo.setProviderName(values.get(1));


		session.save(ProviderInfo);
	}

	public String getProviderName() {
		return providerName;
	}


	public void setProviderName(String name) {
		this.providerName = name;
	}


	public String getProviderId() {
		return this.providerId;
	}


	public void setProviderId(String id) {
		this.providerId = id;
	}

	public static void main(String[] args) {

	}
}","['Serializable', 'Session', 'List', 'String']","['java.io.Serializable', 'org.hibernate.Session', 'java.util.List', 'java.lang.String']"
"public class hibernate_class_18 {

	private static final SessionFactory sessionFactory = buildSessionFactory();

	private static SessionFactory buildSessionFactory() {
		try

			Configuration configuration = new Configuration().configure();

			return configuration.buildSessionFactory();
		} catch (Throwable ex) {

			System.err.println(""Initial SessionFactory creation failed."" + ex);
			throw new ExceptionInInitializerError(ex);
		}
	}

	public static SessionFactory getSessionFactory1() {
		return sessionFactory;
	}

	private static final SessionFactory sessionFactory1 = buildSessionFactory();

	private static SessionFactory buildSessionFactory1() {
		try {

			Configuration configuration = new Configuration().configure();

			return configuration.buildSessionFactory();
		} catch (Throwable ex) {

			System.err.println(""Initial SessionFactory creation failed."" + ex);
			throw new ExceptionInInitializerError(ex);
		}
	}

	public static SessionFactory getSessionFactory() {
		return sessionFactory;
	}

}","['Configuration', 'SessionFactory']","['org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory']"
"public class jt9 {
    public static void h1()
        LocalDate today = LocalDate.now();
        ZonedDateTime zdt = today.atStartOfDay().atZone(ZoneId.systemDefault());
        OffsetDateTime odt = zdt.toOffsetDateTime();
    }
}
","['LocalDate', 'ZonedDateTime', 'OffsetDateTime', 'ZoneId']","['java.time.LocalDate', 'java.time.ZonedDateTime', 'java.time.OffsetDateTime', 'java.time.ZoneId']"
"public class hibernate_class_7 {
	public class HibernateUtils {
		private final SessionFactory sessionFactory;
		private Session session;

		public HibernateUtils()
			this.sessionFactory = new AnnotationConfiguration().configure().buildSessionFactory();
		}

		public HibernateUtils(SessionFactory sessionFactory) {
			this.sessionFactory = sessionFactory;
		}


		public Session requestSession() {

			session = sessionFactory.openSession();

			return session;
		}
	}
}","['Session', 'SessionFactory', 'AnnotationConfiguration']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.cfg.AnnotationConfiguration']"
"public class xt18 {
    public static void h1(){
    XPathFactory xPathFactory = XPathFactory.newInstance();
    XPath xpath = xPathFactory.newXPath();

}
","['XPathFactory', 'XPath']","['javax.xml.xpath.XPathFactory', 'javax.xml.xpath.XPath']"
"public class JodaTime11 {
	public static void main(String[] args) {
		DateTimeFormatter dtf = DateTimeFormat.forPattern(""EEE MMM dd HH:mm:ss z yyyy"");
		System.out.println(dtf.parseDateTime(""Fri Nov 11 12:13:14 JST 2010""));
		try {
			System.out.println(new SimpleDateFormat(""EEE MMM dd HH:mm:ss z yyyy"").parse(""Fri Nov 11 12:13:14 JST 2010""));
		} catch (ParseException e) {
			// TODO Auto-generated catch block
			e.printStackTrace();
		}


}","['DateTimeFormatter', 'DateTimeFormat', 'SimpleDateFormat', 'ParseException']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'java.text.SimpleDateFormat', 'java.text.ParseException']"
"public class hb18 {
    public static void h1(){
        List model = null;
        SimpleValue iv = new SimpleValue( model.getCollectionTable() );
        model.setIndex(iv)
    }

}
","['List', 'SimpleValue']","['org.hibernate.mapping.List', 'org.hibernate.mapping.SimpleValue']"
"public class gt11 {

        public static void h1()
        {
            Logger logger = Logger.getLogger(""NameOfYourLogger"");
            logger.log(Level.SEVERE, ""this message should get logged"");
        }





","['Logger', 'Level']","['java.util.logging.Logger', 'java.util.logging.Level']"
"public class jt6 {
    public static void h1(){
        DateTimeFormatter format = DateTimeFormat.forPattern(""dd/MM/yyyy HH:mm:ss"");
        DateTime time = format.parseDateTime(""04/02/2011 20:27:05"");

}
","['DateTimeFormatter', 'DateTimeFormat', 'DateTime']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.DateTime']"
"public class jdk9 {
    public static void h1()
       DateTimeFormatter DATE_FORMAT =
                new DateTimeFormatterBuilder().appendPattern(""dd/MM/yyyy[ [HH][:mm][:ss][.SSS]]"")
                        .parseDefaulting(ChronoField.HOUR_OF_DAY, 0)
                        .parseDefaulting(ChronoField.MINUTE_OF_HOUR, 0)
                        .parseDefaulting(ChronoField.SECOND_OF_MINUTE, 0)
                        .toFormatter();
    }

}
","['DateTimeFormatter', 'DateTimeFormatterBuilder', 'ChronoField']","['java.time.format.DateTimeFormatter', 'java.time.format.DateTimeFormatterBuilder', 'java.time.temporal.ChronoField']"
"public class hibernate_class_12 {
	public void main() {
		Session session = null;
		try {

			SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
			session = sessionFactory.openSession();

			String id = (String) FacesContext.getCurrentInstance().getExternalContext().getRequestParameterMap()
					.get(""storeId"")

			Transaction t = session.beginTransaction();
			t.commit();
		} catch (Exception e) {
		} finally {
			session.close();
		}
	}
}","['Session', 'SessionFactory', 'Configuration', 'Transaction', 'FacesContext']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.cfg.Configuration', 'org.hibernate.Transaction', 'javax.faces.context.FacesContext']"
"public class JodaTime23 {

	LocalDate getNearestDayOfWeek(LocalDate ld, String day) {
		LocalDate target = ld.dayOfWeek().setCopy(day);
		if (ld.getDayOfWeek() > DateTimeConstants.SATURDAY) {
			target = target.plusWeeks(1);

		return target;
	}
}","['LocalDate', 'DateTimeConstants']","['org.joda.time.LocalDate', 'org.joda.time.DateTimeConstants']"
